full_size,compressed,compression_t,decompression_t,res_type,sample_id,tissue,ratio
513067057,59366461,2.52,1.91,bus,GSM3738537,bone_marrow,8.642372281547994
508856177,68088165,2.59,1.66,bus,GSM3319038,ovary,7.473489364855111
502460401,57789589,2.43,1.88,bus,GSM3557970,ovary,8.69465261294729
500490513,60334241,2.13,2.17,bus,GSM3557969,ovary,8.295298071289237
496826001,65000929,2.41,1.61,bus,GSM3319035,ovary,7.643367697098606
495685617,65542721,2.47,1.62,bus,GSM3319034,ovary,7.56278667466369
485909585,59476945,2.58,1.87,bus,GSM3711776,adipose,8.169713239306423
472545681,54792645,2.37,1.64,bus,GSM3738536,bone_marrow,8.624253875679846
465134737,54840117,2.2,1.57,bus,GSM3738541,bone_marrow,8.481651069416937
460712433,65186061,2.5,1.47,bus,GSM3711768,adipose,7.067652592169973
456134641,53603769,1.85,1.29,bus,GSM3738540,bone_marrow,8.509376290312721
420446609,51047997,2.95,2.47,bus,GSM3723357,bladder,8.236299829746503
417977521,53840757,2.07,1.48,bus,GSM3319037,ovary,7.763217760849834
417525425,55883329,2.13,1.67,bus,GSM3319039,ovary,7.47137710783121
415025041,48295709,1.65,1.13,bus,GSM3557971,ovary,8.593414396297609
405092561,51886237,2,1.33,bus,GSM3319033,ovary,7.807322026455686
393240817,52582421,2.4,1.67,bus,GSM3711761,adipose,7.478560505991156
392430097,53032273,2.56,1.75,bus,GSM3319043,ovary,7.399835511481848
381839729,48415449,2.2,1.37,bus,GSM3711772,adipose,7.8867331995619825
372044497,43635717,2.29,1.37,bus,GSM3557961,ovary,8.526146069743739
366044657,44975457,2.18,1.51,bus,GSM3557972,ovary,8.138764593320309
355537265,40513137,1.71,1.36,bus,GSM2803967,blood,8.775851275106147
347442769,42048341,1.49,0.95,bus,GSM3557964,ovary,8.262936437848998
345064849,51141689,3.14,1.67,bus,GSM4475053,lung,6.747232165132442
329474833,41071361,1.45,1.01,bus,GSM3557965,ovary,8.02200913186198
329073073,43647745,2.26,1.96,bus,ERX2756710,decidua,7.539291502917275
327255985,43176385,1.67,1.02,bus,GSM3319044,ovary,7.579513314975304
323289041,47776777,1.97,1.34,bus,GSM4037301,lung,6.766656549478003
319991665,43195949,1.67,1.07,bus,GSM3319045,ovary,7.40790913055296
310012337,46404729,2.35,1.44,bus,GSM4037305,lung,6.680619490310998
285429297,34956869,1.89,1.36,bus,GSM3711762,adipose,8.165184845359006
279126737,31330469,1.16,0.89,bus,GSM3557963,ovary,8.909114542779427
278169937,39847145,1.93,1.15,bus,GSM3954950,stomach,6.980925157875175
277053617,34864805,1.5,1.02,bus,GSM3557959,ovary,7.946512736841638
274192017,39520273,1.97,1.21,bus,GSM4475051,lung,6.938009183286765
271739697,33971285,1.23,0.89,bus,ERX2756737,decidua,7.999099739677201
264414289,32025193,1.1,0.96,bus,GSM3557973,ovary,8.256446385818814
262739473,38143737,1.51,0.97,bus,SAMN14275543,blood,6.888141898629387
253866769,40949969,1.65,1.09,bus,GSM3711764,adipose,6.1994373915154855
251196049,36033537,1.37,0.98,bus,ERX2756720,blood,6.971173798453369
242917425,31273321,1.43,1.16,bus,GSM3319041,ovary,7.767560886801885
240803825,34330321,1.59,1.4,bus,ERS3861814,liver,7.014319062149172
237450993,31310969,1.73,1.08,bus,ERX2756708,decidua,7.583636041414112
232900753,35682437,1.93,1.43,bus,GSM3576410,rectum,6.5270416647831535
225839953,34512497,1.8,1.13,bus,GSM4037302,lung,6.5437152518984645
223659377,32177141,1.56,1.01,bus,GSM4475052,lung,6.950877860777003
222910385,33259921,1.71,0.95,bus,GSM3576412,blood,6.702071992293668
214801233,29993897,1.39,0.93,bus,SRX4733403,placenta,7.161497987407238
212102289,29765689,1.42,0.86,bus,GSM3711769,adipose,7.125730870869477
208710641,32101673,1.6,1.04,bus,GSM4037306,lung,6.501550277457502
193283185,26039881,1.1,0.94,bus,GSM3360836,brain,7.422583267565623
185651441,22686493,0.98,0.66,bus,GSM3557968,ovary,8.183346848717429
170667665,25907625,1.24,0.8,bus,GSM3148575,mammary,6.58754575149208
168120305,25427437,1.22,0.74,bus,GSM3148576,mammary,6.611767635094328
166612977,18762001,0.76,0.59,bus,GSM3509837,kidney,8.880341547791197
161478385,20462937,0.92,0.64,bus,GSM3711785,adipose,7.891261405926237
159820945,24597509,1.15,0.73,bus,GSM3576408,rectum,6.497444314381591
155764817,21234101,0.73,0.5,bus,ERX2756722,decidua,7.335597442999823
155126321,22351681,0.91,0.55,bus,GSM4037316,lung,6.940252994841864
154451121,19402733,0.87,0.59,bus,GSM3319040,ovary,7.960276575470064
154343921,23641921,0.91,0.64,bus,GSM3576428,ileum,6.528400166805397
152787537,19915797,0.88,0.71,bus,GSM3557967,ovary,7.671675755682788
148339857,22459193,1.1,0.61,bus,GSM3148577,mammary,6.60486140352416
146076785,20999025,1.05,0.72,bus,GSM3711770,adipose,6.956360354825998
142603953,18097881,0.88,0.59,bus,GSM3319042,ovary,7.879593914889815
138696017,21646105,1.16,0.78,bus,GSM3576430,ileum,6.407435286856457
131174961,19800841,1.16,0.67,bus,GSM3576420,blood,6.624716647136351
131146193,20022433,1.06,0.71,bus,GSM3576422,blood,6.5499628841310145
129191057,19873909,1.11,0.62,bus,GSM3576400,rectum,6.500535802996783
128734705,19479493,0.9,0.47,bus,GSM3148578,mammary,6.6087297549274
123848817,18353201,0.72,0.49,bus,GSM4037313,lung,6.748077188279036
120866609,18238437,0.74,0.52,bus,GSM3148579,mammary,6.627026701904335
120734065,18591129,0.74,0.51,bus,GSM3576415,blood,6.494176066445454
119721201,14843245,0.67,0.47,bus,ERX2756739,decidua,8.065702681590178
117692145,17014229,0.82,0.5,bus,GSM3711766,adipose,6.91727759159701
111830641,17482029,0.68,0.38,bus,GSM3576429,ileum,6.396891402022042
109421553,13846713,0.58,0.35,bus,GSM3557966,ovary,7.902348593489299
106936753,16723161,0.66,0.46,bus,GSM3576398,rectum,6.3945298977866685
104659537,16255481,0.65,0.37,bus,GSM3576401,rectum,6.438415264365293
100641969,14961189,0.82,0.6,bus,ERX2756721,decidua,6.726869702668685
97709201,16123121,0.89,0.48,bus,GSM3576427,ileum,6.060191510068057
93297873,14594209,0.67,0.32,bus,GSM3711778,adipose,6.392800939057403
88070993,13533773,0.62,0.48,bus,GSM3576414,blood,6.507497428839689
83420657,12935733,0.5,0.27,bus,GSM3576403,rectum,6.448854270569747
83146769,10384773,0.37,0.24,bus,GSM4142871,lung,8.006604381241651
81480465,12847093,0.51,0.27,bus,GSM3576405,rectum,6.342327015146539
80856081,12851673,0.62,0.4,bus,GSM3576419,blood,6.291482906544541
79369841,12690821,0.7,0.42,bus,GSM3576416,blood,6.254113977338425
78115537,12302017,0.71,0.45,bus,GSM3576413,blood,6.349815400190066
77677969,12199437,0.61,0.36,bus,GSM3576402,rectum,6.367340476449856
77434065,9842409,0.44,0.33,bus,GSM4142873,lung,7.8673894775151085
76864849,9914221,0.47,0.45,bus,GSM4475050,lung,7.752989266630228
72001841,9644869,0.34,0.29,bus,ERX2756711,decidua,7.465300047102765
71654801,10963065,0.44,0.26,bus,GSM3576399,rectum,6.536018987390844
71335825,11339417,0.52,0.29,bus,GSM3576418,blood,6.290960549382742
70228305,11935757,0.61,0.31,bus,GSM3576426,ileum,5.883858476676427
69941073,11477833,0.48,0.34,bus,GSM3576406,rectum,6.093578204178437
60573777,8883933,0.43,0.25,bus,ERS4228662,thymus,6.818351399093172
59390705,9029325,0.39,0.25,bus,ERX2756724,decidua,6.57753541931429
59291281,9849877,0.48,0.31,bus,GSM4037323,lung,6.0194945581553965
54840337,9318729,0.41,0.21,bus,GSM3576407,rectum,5.8849588822681715
54639057,8677517,0.34,0.19,bus,GSM3576404,rectum,6.296623446545826
52738161,7283017,0.35,0.2,bus,ERS4228668,thymus,7.241251942704514
51447409,8094161,0.32,0.21,bus,GSM3576409,rectum,6.356113870233123
49306513,6961033,0.33,0.19,bus,ERS4228669,thymus,7.083217821263022
48007249,6735021,0.33,0.2,bus,GSM4272901,muscle,7.128002867400117
47868657,7303705,0.29,0.16,bus,GSM3576425,blood,6.554023882399412
47022353,7937453,0.43,0.17,bus,GSM3576421,blood,5.92411104670478
44523953,6253141,0.3,0.18,bus,ERS4228672,thymus,7.1202541250868965
43297457,5940085,0.23,0.14,bus,GSM4272902,muscle,7.2890298707846775
43097105,6603385,0.32,0.17,bus,GSM3576411,blood,6.526517081769426
42101361,5583049,0.22,0.15,bus,GSM5051497,tonsil,7.540926293141973
42072625,6677961,0.32,0.17,bus,GSM3576397,rectum,6.300220231894136
42002865,5553281,0.24,0.14,bus,GSM3319047,ovary,7.5636123941864275
41971121,6079721,0.28,0.17,bus,ERS4228670,thymus,6.90346168845577
40976817,5426057,0.25,0.12,bus,GSM3745992,retina,7.551858928131423
40281681,5645365,0.28,0.16,bus,ERS4228671,thymus,7.135354578490496
39452497,6290537,0.31,0.15,bus,GSM3576417,blood,6.2717216352117475
38837233,6045361,0.3,0.14,bus,GSM4142872,lung,6.424303362528723
38629169,5124573,0.24,0.17,bus,GSM5051498,tonsil,7.53802687560505
37589041,5418669,0.25,0.12,bus,ERS4228673,thymus,6.936950937582642
37297713,4638245,0.21,0.11,bus,GSM4037988,eye,8.041341714376882
36534993,4665373,0.21,0.15,bus,GSM4037987,eye,7.831097963656926
36391313,4437797,0.2,0.12,bus,GSM4037990,eye,8.200310424293855
36376625,4718313,0.22,0.11,bus,ERS4228665,thymus,7.709667629086922
36374033,4781137,0.22,0.15,bus,GSM5051494,tonsil,7.607820692023676
35837137,5349145,0.26,0.13,bus,GSM3576423,blood,6.699600964266252
35591313,5033001,0.23,0.12,bus,GSM3745993,retina,7.07158870026054
35062193,5169297,0.25,0.13,bus,GSM3576424,blood,6.782777812921177
34379633,4523289,0.21,0.14,bus,GSM3739218,bone_marrow,7.600582894438096
33786289,4214821,0.27,0.18,bus,GSM4037989,eye,8.016067349004857
33274289,4313309,0.2,0.1,bus,GSM4037994,eye,7.714329995833825
32362417,4256501,0.19,0.1,bus,GSM3739220,blood,7.603056360141816
32128785,3983565,0.18,0.1,bus,GSM4037991,eye,8.065334693923658
31087281,4123097,0.23,0.14,bus,GSM3739219,blood,7.539788901401058
30432433,4143601,0.2,0.1,bus,GSM5051495,tonsil,7.344440982613915
29646705,3939561,0.19,0.1,bus,GSM3745994,retina,7.525382904338834
27353681,2926249,0.12,0.07,bus,GSM3773119,lung,9.347694266619143
26565073,2857413,0.11,0.08,bus,GSM3773108,lung,9.296896528433237
26287697,2791217,0.11,0.07,bus,GSM3773124,lung,9.418005479330342
25721681,3678453,0.15,0.12,bus,GSM3745995,retina,6.992526749696136
24054545,3068409,0.12,0.06,bus,GSM4037992,eye,7.839419386398619
23797777,3342189,0.13,0.07,bus,GSM3745996,retina,7.120416290042245
23654513,2529473,0.08,0.05,bus,GSM3773125,lung,9.351557814611976
23575121,3505549,0.14,0.07,bus,ERS4228663,thymus,6.7250867125234874
23292305,2926873,0.13,0.07,bus,GSM4037984,eye,7.958085301275457
23051409,2478193,0.09,0.05,bus,GSM3773111,lung,9.30170047288488
22916369,3043677,0.15,0.08,bus,GSM4037993,eye,7.529172445039339
22750929,2437397,0.12,0.09,bus,GSM3773116,lung,9.334108887472988
22736177,3282557,0.22,0.12,bus,GSM3745997,retina,6.926361674755381
22366481,2369721,0.13,0.1,bus,GSM3773112,lung,9.438444863340452
21255281,2896253,0.18,0.09,bus,GSM4272897,muscle,7.338889592863607
18885841,2052381,0.07,0.04,bus,GSM3773117,lung,9.20191767512952
16951601,2464657,0.1,0.05,bus,GSM4272895,muscle,6.8778742843324645
16397425,2060893,0.1,0.05,bus,GSM4037985,eye,7.956465959174008
14716273,1594897,0.05,0.03,bus,GSM3773114,lung,9.22709930484539
13050673,1710121,0.07,0.04,bus,GSM4037986,eye,7.631432512670156
11279345,1214497,0.04,0.03,bus,GSM3773121,lung,9.287256370332738
6153553,967573,0.04,0.02,bus,GSM4272896,muscle,6.359781639214819
4225457,720217,0.03,0.01,bus,ERX2756725,decidua,5.866922052659129
10793068881,2181149986,125.29,59.48,gzip1,GSM4213832,lung,4.948338697602981
9578652657,2073201416,102.65,52.2,gzip1,GSM4213834,lung,4.620222899268944
9338318033,1937005796,97.88,51.19,gzip1,GSM4213833,lung,4.821006758102649
9029470673,2017866969,97.57,50.44,gzip1,GSM4213836,lung,4.474760136182199
8151007441,1657604268,84.27,44.23,gzip1,GSM4080085,lung,4.9173422139137495
6558625713,1290068151,65.65,34.11,gzip1,ERS3861788,liver,5.083937393474959
6307464433,1254993196,76.48,37.92,gzip1,GSM3735994,prostate,5.025895322065156
6250754513,1187585284,74.05,37.26,gzip1,ERS3861844,liver,5.263415265593675
6207672785,1210133551,65.5,33.47,gzip1,ERS3861798,liver,5.1297419031728015
6104657073,1200052935,73.86,37.03,gzip1,ERS3861790,liver,5.0869898276612275
5759692849,1151595955,58.43,29.76,gzip1,GSM3439920,lung,5.0014875651417166
5698326961,1110923619,57.42,28.99,gzip1,ERS3861796,liver,5.129359807949137
5544020465,1139354219,57.66,30.4,gzip1,GSM2905293,brain,4.865932273341588
5542860689,1063208873,54.66,29.26,gzip1,ERS3861778,liver,5.213331857699799
5176002257,975083683,51.51,27.36,gzip1,ERS3861838,liver,5.308264662039268
5162679377,970720802,53.71,27.56,gzip1,ERS3861839,liver,5.318397799205708
5125925233,1059535780,52.85,26.81,gzip1,GSM3516948,mammary,4.837897246848993
4956475505,990093090,51.35,26.05,gzip1,ERX2756735,placenta,5.006070191844284
4526652689,956841221,48.1,23.52,gzip1,GSM2928383,testis,4.730829514503117
4506158865,962271261,48.06,24.76,gzip1,CRX118016,blood,4.682836376425878
4461736017,931175153,51.55,26.59,gzip1,GSM4475048,lung,4.791511030578368
4399376625,902364237,45.7,23.43,gzip1,ERS3861817,skin,4.8753889445199725
4333245649,838214227,43.37,22.94,gzip1,ERS3861846,liver,5.169615963819712
4302888945,881405119,45.22,22.62,gzip1,GSM4486714,testis,4.881851548447837
4299496849,897617184,45.47,23.3,gzip1,GSM3755698,peritoneal,4.789900333503419
4279350449,912280031,44.85,22.98,gzip1,GSM2894835,lung,4.690829902644224
4223108881,876056800,45.05,21.95,gzip1,GSM3439921,lung,4.820587981281579
4201760529,836471839,42.82,22.13,gzip1,GSM4486716,testis,5.02319424647122
4196488945,870225342,43.68,23.04,gzip1,ERS3861819,liver,4.822301468899305
4160762033,848694561,42.89,22.38,gzip1,ERS3861822,liver,4.902543534740527
4149829873,905116142,44.29,21.93,gzip1,GSM2928382,testis,4.584858981555983
4134445809,872998444,43.53,22.42,gzip1,CRX102288,blood,4.735914293336358
4066335057,834595036,49.41,24.77,gzip1,GSM3529821,blood,4.8722253088023395
4037383793,860644252,42.54,21.44,gzip1,GSM2894834,lung,4.6911180590793045
4030893809,808096563,41.63,21.69,gzip1,ERS3861805,liver,4.988133836426179
4024343953,858354232,43.03,21.81,gzip1,ERS3861843,liver,4.688441907746078
3990020241,834900672,41.99,21.87,gzip1,ERS3861794,skin,4.779035847991269
3935437585,867711405,42.71,21.79,gzip1,GSM3711757,adipose,4.535422217943534
3935224817,816956471,41.03,21.22,gzip1,ERS3861803,skin,4.816933284319379
3910399921,810464297,41.1,21.04,gzip1,ERS3861816,skin,4.824888567546609
3863223537,756589387,39.09,20.7,gzip1,ERS3861789,liver,5.106103262059107
3851097297,852029785,41.37,21.45,gzip1,GSM2928381,testis,4.519909238853663
3838782097,779255490,40.04,20.63,gzip1,ERS3861809,liver,4.9262175836579605
3820410353,807504368,40.58,20.6,gzip1,CRX118012,blood,4.731132739829341
3810376753,767142729,40.86,20.4,gzip1,ERS3861804,liver,4.9669723885240655
3785156305,800040315,41.45,21.47,gzip1,CRX102286,blood,4.731206957989361
3762094673,704038534,37.35,19.8,gzip1,GSM3396176,bone_marrow,5.343591992934864
3638803665,723351061,42.78,21.98,gzip1,ERS3861840,liver,5.030480856652812
3551645073,710841154,36.46,18.35,gzip1,GSM4769386,lung,4.996397652294622
3541157649,767243532,37.96,18.5,gzip1,GSM4769388,lung,4.61542848040588
3536736977,738735728,36.4,18.28,gzip1,GSM3439922,lung,4.7875537123067105
3512355345,732132480,36.15,18.29,gzip1,GSM3735993,prostate,4.797431395203229
3475484785,707244066,36.42,18.73,gzip1,ERX2756741,placenta,4.914123641441765
3459930545,714606795,36,18.14,gzip1,GSM3377672,kidney,4.8417263440659
3437914577,723237606,35.55,17.98,gzip1,GSM3309836,blood,4.753506383626849
3411980433,606597958,32.66,17.8,gzip1,GSM3396168,bone_marrow,5.624780611279275
3392497905,682808737,34.79,18.21,gzip1,GSM3396161,bone_marrow,4.968445365689572
3379639793,688034152,34.85,18.24,gzip1,ERS3861797,liver,4.912023310435904
3363411153,686539227,39.8,20.29,gzip1,GSM4080087,lung,4.899080811008051
3274637489,707995818,35.44,18.13,gzip1,CRX118014,blood,4.6252215136671895
3255944017,714318350,35.24,17.74,gzip1,ERX2756714,decidua,4.558113363600417
3226172081,676790681,34.24,17.52,gzip1,CRX118013,blood,4.766868356155749
3225817649,683679323,33.83,17.3,gzip1,ERS3861829,kidney,4.718319745059776
3212847313,646945705,32.76,17.15,gzip1,ERS3861799,liver,4.966177668649952
3175181745,644061044,32.97,17.24,gzip1,ERS3861786,liver,4.9299391332229066
3174620305,650115914,33.03,16.75,gzip1,GSM4080089,lung,4.883160428218652
3169320849,662235315,33.08,17.14,gzip1,ERS3861827,skin,4.785792568310858
3138678961,655704973,32.5,16.97,gzip1,CRX118015,blood,4.786724350495356
3129765425,627943703,32.33,16.31,gzip1,GSM3273570,kidney,4.984149709675487
3125869265,605328663,31.29,16.78,gzip1,GSM3396183,bone_marrow,5.163920785624519
3103064945,677146154,33.65,17.62,gzip1,GSM3755692,peritoneal,4.582563050339647
3054283857,640187505,31.78,15.82,gzip1,GSM3439926,lung,4.7709207585986855
3042026321,647635016,32.13,16.56,gzip1,GSM3755699,peritoneal,4.697130707645369
2979980241,595967898,36.11,18.28,gzip1,ERX2756727,blood,5.000236172116774
2971329873,608300501,30.67,15.8,gzip1,GSM3739217,bone_marrow,4.884641502210434
2965207153,649361024,31.88,16.28,gzip1,GSM3755691,peritoneal,4.566346059291664
2964042257,622462777,30.59,16.06,gzip1,ERS3861777,kidney,4.761798402284222
2940768145,621754739,30.54,15.92,gzip1,ERS3861781,kidney,4.729788066802334
2929489489,601762026,30.91,16.09,gzip1,GSM3954955,stomach,4.868186031067371
2906055569,591225795,29.54,16.15,gzip1,GSM3178785,liver,4.915305782624048
2895166257,610353132,30.66,15.35,gzip1,ERX2756723,placenta,4.743428197891184
2862517841,630981954,30.96,15.78,gzip1,GSM3360833,brain,4.536608096085106
2858023377,601313726,31.34,15.97,gzip1,CRX102292,blood,4.752965471139104
2846595825,594959734,30.7,16.79,gzip1,ERS3861791,liver,4.7845184511259715
2823057073,551516108,28.23,15.04,gzip1,GSM3396170,bone_marrow,5.118720980312691
2789237937,585386682,35.14,16.99,gzip1,GSM3439927,lung,4.764778603213935
2788906161,553453610,28.05,14.76,gzip1,ERS3861834,yolk_sac,5.039096521567544
2784008945,577564480,29.43,15.13,gzip1,GSM3954958,stomach,4.820256510580429
2780996113,586207322,29.66,15.42,gzip1,ERS3861841,liver,4.744048749701561
2768518609,613212618,29.74,15,gzip1,GSM2928380,testis,4.514777628075487
2743982353,597465363,29.5,15.47,gzip1,GSM3587009,ileum,4.592705323069916
2715868689,583071655,28.42,14.11,gzip1,GSM3516947,mammary,4.657864373461955
2707509585,580781433,29.23,14.63,gzip1,GSM3535280,lymph_node,4.6618390863745125
2700177201,606875963,29.79,14.92,gzip1,GSM4037325,lung,4.449306556239401
2690295505,553735025,27.57,14.78,gzip1,ERS3861779,skin,4.858452840327375
2688034385,553053179,28.46,15.08,gzip1,GSM3954954,stomach,4.8603542788784875
2683089265,505462066,26.25,14.15,gzip1,GSM3396173,bone_marrow,5.308191149204855
2635103537,572065274,28.85,13.93,gzip1,GSM3302524,testis,4.606298715835004
2628628113,538040258,26.96,14.04,gzip1,GSM4080090,lung,4.8855602790228385
2599511665,544787880,27.61,14.19,gzip1,GSM3734294,brain,4.771603334861267
2583146129,492997800,25.58,13.78,gzip1,ERS3861832,yolk_sac,5.2396707023844735
2554889361,508394666,26.27,13.82,gzip1,ERX2756738,decidua,5.025405520285298
2549662577,519674643,29.04,14.41,gzip1,GSM3378059,blood,4.9062670487080124
2530163761,514458460,26.64,13.94,gzip1,ERX2756730,decidua,4.918110902481806
2525837745,516633794,25.92,13.54,gzip1,ERS3861823,liver,4.8890292782512015
2521752881,552935388,27.3,13.41,gzip1,GSM4769389,lung,4.560664655813276
2488171921,521412046,27.06,13.71,gzip1,GSM3587008,ileum,4.771987797535464
2459367281,527406911,26.62,12.99,gzip1,GSM3439923,lung,4.663130553858062
2451797681,494360801,24.87,13.15,gzip1,GSM3396174,bone_marrow,4.959530925673049
2449477713,529055850,26.05,13.1,gzip1,GSM2928377,testis,4.629903842855154
2439926545,518123841,27.33,13.93,gzip1,CRX102293,blood,4.709157062317076
2383241745,483936699,29.22,14.54,gzip1,GSM3309834,blood,4.924697279467949
2382039825,478799728,24.17,12.77,gzip1,GSM3378054,blood,4.975023346295635
2379052209,491194314,25.24,13.08,gzip1,GSM3396182,bone_marrow,4.843403396970104
2320456465,506323281,25.05,13.04,gzip1,GSM4145204,kidney,4.582954314123272
2317179857,500904867,24.42,12.77,gzip1,GSM3178784,liver,4.625987906402195
2281462577,494503906,24.08,12,gzip1,GSM3302525,testis,4.613639142822059
2274790289,460588482,23.51,12.27,gzip1,GSM3758117,skin,4.9388779309509525
2263646097,486693676,24.11,12.24,gzip1,GSM3143601,kidney,4.651069468591164
2241351793,456182825,22.81,11.94,gzip1,GSM3378058,blood,4.913275270720681
2235873745,434074532,22,11.86,gzip1,GSM2786157,lung,5.150898244820316
2226088337,478629421,24.06,12.24,gzip1,GSM3758115,skin,4.650964272837712
2216833873,458273413,22.71,12.15,gzip1,GSM3711767,adipose,4.837360863873637
2208178033,444682790,22.8,12.01,gzip1,GSM3396162,bone_marrow,4.965737560925171
2160291153,461723912,23.03,11.36,gzip1,GSM2928379,testis,4.678750865733806
2138740145,465220255,23.16,12.26,gzip1,GSM3073088,kidney,4.597263601517092
2123991825,416921676,23.86,11.67,gzip1,GSM3439917,lung,5.094462454861666
2119984273,437358685,21.89,11.53,gzip1,GSM3396175,bone_marrow,4.847244025804587
2114840913,420545811,21.39,10.73,gzip1,GSM3439918,lung,5.028800329674429
2108404689,440052340,22.06,11.64,gzip1,ERS3861815,skin,4.791258896612162
2081788465,426132007,21.79,11.39,gzip1,ERS3861775,skin,4.885313543227932
2080248689,419563846,25.21,12.66,gzip1,GSM3378057,blood,4.95812188974929
2058550673,436233854,21.96,11.55,gzip1,GSM3954957,stomach,4.7189154489600895
2019592081,407716391,20.55,10.89,gzip1,GSM3667329,skin,4.953423815134281
2006432337,396340432,23.85,12.04,gzip1,GSM3439916,lung,5.062396301268603
2003271089,399021389,20.12,11.01,gzip1,GSM3396179,bone_marrow,5.020460416972785
2002615665,372950364,23.4,12.28,gzip1,GSM3396165,bone_marrow,5.369657354725091
1972602321,402605179,20.46,10.39,gzip1,ERS4228638,thymus,4.899594997509955
1969947921,391824772,23.68,12.06,gzip1,GSM3439915,lung,5.027624749054917
1946898577,400992086,19.57,9.93,gzip1,GSM3309832,bone_marrow,4.855204491492134
1935851153,396935873,20.05,10.61,gzip1,ERS3861836,liver,4.8769871525318145
1893665457,388969256,19.8,10.63,gzip1,GSM3758118,skin,4.8684193616577245
1858360241,422918356,20.63,10.43,gzip1,GSM3770749,brain,4.394134741694683
1843749841,385116870,19.25,10.1,gzip1,ERS3861837,liver,4.787507337707642
1839343537,417572287,20.29,10.27,gzip1,GSM3770750,brain,4.4048505953653
1838836465,409647692,20.03,10.16,gzip1,GSM3717979,adipose,4.488824179680719
1833235025,372887760,18.78,9.5,gzip1,GSM3731527,liver,4.916318586053884
1825741969,417069616,20.39,10.08,gzip1,GSM3526586,testis,4.377547294166833
1808159505,393108616,19.15,9.76,gzip1,GSM3711763,adipose,4.59964353719482
1804833585,333023980,20.82,11.17,gzip1,GSM3396166,bone_marrow,5.419530404387095
1766283633,360140439,18.07,9.08,gzip1,GSM4080088,lung,4.904430165922022
1766150033,362929798,18.33,9.4,gzip1,GSM3667328,skin,4.86636821427377
1765771985,388629937,19.2,9.75,gzip1,GSM3439925,lung,4.543581996360718
1762109649,372335055,18.45,9.79,gzip1,ERS3861780,kidney,4.7325913188593
1752658641,361512893,18.23,9.75,gzip1,GSM3178782,liver,4.848122086201777
1752017169,338953505,17.22,9.11,gzip1,GSM2786158,lung,5.168901171268313
1751934577,365891423,18.29,9.57,gzip1,GSM4272900,muscle,4.78812693294535
1677424337,334052176,20.38,10.47,gzip1,GSM3309833,bone_marrow,5.021444126141541
1646267153,341350309,20.15,10.23,gzip1,GSM3378056,blood,4.822808445150697
1641523057,362666879,21.03,10.1,gzip1,GSM3526587,testis,4.526255779205027
1630509809,340561782,17.22,8.74,gzip1,ERS4228635,thymus,4.7877063580786645
1604844753,317026136,16.21,8.97,gzip1,GSM3396178,bone_marrow,5.062184377757423
1600218961,323829412,16.4,8.69,gzip1,ERS3861828,kidney,4.9415491666334495
1597793137,323811651,16.48,8.57,gzip1,GSM4272899,muscle,4.934328743470691
1595914769,338656363,17.16,8.94,gzip1,GSM3954956,stomach,4.712490132659932
1581016273,346394219,17.02,8.72,gzip1,GSM3535281,lymph_node,4.564210908496714
1567266385,329163413,16.79,8.46,gzip1,GSM3734295,brain,4.761362663960469
1521601809,313113470,18.84,9.35,gzip1,ERS4228637,thymus,4.859585916249467
1518322929,333473892,16.47,8.52,gzip1,SRX4733402,placenta,4.553048875562348
1503528977,325703098,16,8.32,gzip1,GSM3755696,peritoneal,4.616256296708605
1502511409,326539328,16.01,8.39,gzip1,GSM3711787,adipose,4.601318371672523
1499907665,310803778,15.58,8.22,gzip1,GSM3758116,skin,4.825899075782792
1491935921,333428513,16.78,8.25,gzip1,GSM3360838,brain,4.474530110146879
1476758833,308815127,15.77,8.1,gzip1,GSM3758119,skin,4.782015853128852
1471008625,300065223,14.95,7.86,gzip1,GSM3734178,blood,4.902296275100164
1448200465,308779848,15.24,7.68,gzip1,GSM4037324,lung,4.69007441508942
1436147921,286254147,17.06,9.01,gzip1,GSM3169075,blood,5.017037957532192
1428307889,288497318,17.24,8.95,gzip1,GSM3734180,blood,4.950853265817882
1427877969,283082722,17.01,8.86,gzip1,GSM3665017,blood,5.044030801003814
1407655633,310272195,15.13,7.72,gzip1,GSM3526588,testis,4.536841056608376
1384879153,294103237,14.47,7.59,gzip1,GSM4272898,muscle,4.708819825060273
1342205073,267409763,13.42,7.23,gzip1,GSM3734181,blood,5.019282235405893
1307763665,283712064,14.35,7.37,gzip1,GSM2877960,blood,4.609474995747801
1279893873,265186482,13.29,6.84,gzip1,GSM3734179,blood,4.82639184074247
1258527601,254624754,12.76,6.35,gzip1,GSM3439913,lung,4.942675765923371
1241770353,266284328,13.57,6.9,gzip1,GSM3711786,adipose,4.663324959176719
1239684945,254967589,13.01,6.81,gzip1,GSM3954953,stomach,4.862127574183556
1232831793,184047591,10.75,5.94,gzip1,GSM4213827,lung,6.698440258313405
1227904433,270508576,13.62,7.03,gzip1,GSM3954949,stomach,4.5392440090328225
1218729297,264743589,13.31,6.88,gzip1,GSM4463239,eye,4.603432708619811
1210624689,246675422,14.62,7.55,gzip1,GSM3665019,blood,4.907763729294441
1173920465,174818777,12.41,6.77,gzip1,GSM4213829,lung,6.715070801576424
1167356945,250779490,12.49,6.48,gzip1,GSM3734296,brain,4.654913944517552
